"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"238828706010854","61086174010478","",1999,13,1,1,18,1,1,111,11.6,81,32,1,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828707010854","61086174010478","",1999,13,1,1,18,1,2,121,14.6,79,32,1,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828708010854","61086435010478","",1999,13,1,1,5,2,1,111,8.9,62,17,1,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828709010854","61086435010478","",1999,13,1,1,5,2,2,111,8.4,55,17,1,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828710010854","61086769010478","",1999,13,1,1,59,1,1,131,10,73,36,2,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828711010854","61086769010478","",1999,13,1,1,59,1,2,131,14.8,75,39,2,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828712010854","61086969010478","",1999,13,1,1,22,1,1,121,11.8,74,38,1,77,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828713010854","61086969010478","",1999,13,1,1,22,1,2,121,14.9,80,50,1,76,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828714010854","61087118010478","",1999,13,1,1,3,1,1,111,9.4,62,17,1,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828715010854","61087118010478","",1999,13,1,1,3,1,2,111,8.8,63,17,1,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828716010854","61087338010478","",1999,13,1,1,32,1,1,111,9.4,60,21,1,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828717010854","61087338010478","",1999,13,1,1,32,1,2,111,8.7,48,20,1,67,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828718010854","61087659010478","",1999,13,1,3,31,1,1,111,13,94,46,1,94,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828719010854","61087659010478","",1999,13,1,3,31,1,2,128,10.4,78,41,3,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828720010854","61087659010478","",1999,13,1,3,31,2,3,111,13,94,46,1,94,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828721010854","61087659010478","",1999,13,1,3,31,2,4,128,10.4,78,41,3,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828722010854","61087772010478","",1999,13,1,3,39,1,1,111,5.3,33,25,1,44,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828723010854","61087772010478","",1999,13,1,3,39,1,2,111,6.5,43,25,1,55,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828724010854","61087772010478","",1999,13,1,3,39,2,3,111,8.9,56,44,1,57,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828725010854","61087772010478","",1999,13,1,3,39,2,4,111,9.7,70,62,1,65,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828726010854","61087933010478","",1999,13,1,5,21,1,1,111,9.8,60,32,1,68,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828727010854","61087933010478","",1999,13,1,5,21,1,2,111,11.2,65,35,1,71,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828729010854","61088081010478","",1999,13,1,5,1,1,2,131,18.1,88,62,2,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828728010854","61088081010478","",1999,13,1,5,1,1,1,111,18.3,80,40,1,83,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238828730010854","61088452010478","",1999,13,2,7,41,1,1,121,13.8,66,43,1,66,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,2,,,,,,,,,"",,"",,,,,"",,,""
"238790224010854","61566264010478","",2000,13,2,173,10,1,1,111,9.6,70,27,1,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790225010854","61566264010478","",2000,13,2,173,10,1,2,111,8.4,65,25,1,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790227010854","61566689010478","",2000,13,1,175,75,1,2,111,8.4,55,17,1,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790226010854","61566689010478","",2000,13,1,175,75,1,1,111,10.5,53,17,1,78,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790228010854","61566784010478","",2000,13,1,175,86,1,1,111,16.6,87,48,1,87,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790229010854","61566784010478","",2000,13,1,175,86,1,2,111,13.3,88,46,1,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790230010854","61567057010478","",2000,13,1,175,50,2,1,110,19.7,102,58,2,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790231010854","61567057010478","",2000,13,1,175,50,2,2,131,12.3,92,43,2,94,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790232010854","61567240010478","",2000,13,1,175,32,1,1,111,16.4,83,53,1,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790233010854","61567240010478","",2000,13,1,175,32,1,2,111,17.7,84,45,1,85,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790234010854","61567722010478","",2000,13,1,179,18,1,1,128,12.9,60,46,3,60,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790235010854","61567722010478","",2000,13,1,179,18,1,2,128,13,70,85,3,62,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790236010854","61567862010478","",2000,13,1,179,3,1,1,827,13.4,75,63,28,70,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790237010854","61567862010478","",2000,13,1,179,3,1,2,827,14.4,80,68,28,73,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790238010854","61568109010478","",2000,13,3,181,25,1,1,131,16.4,94,52,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790239010854","61568109010478","",2000,13,3,181,25,1,2,131,15.5,93,51,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238790240010854","61568109010478","",2000,13,3,181,25,2,3,131,10.8,66,23,2,87,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238884570010854","61083914010478","",1998,13,3,317,15,2,1,131,16,102,50,2,100,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884571010854","61083914010478","",1998,13,3,317,15,2,2,131,14.2,104,53,2,101,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884572010854","61084028010478","",1998,13,3,317,45,1,1,802,15.4,81,75,25,66,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884573010854","61084028010478","",1998,13,3,317,45,1,2,802,14.1,81,73,25,66,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884574010854","61084028010478","",1998,13,3,317,45,2,3,621,17.5,109,47,39,110,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884575010854","61084028010478","",1998,13,3,317,45,2,4,621,15.9,104,49,39,103,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884576010854","61084133010478","",1998,13,3,317,52,1,1,131,17,110,74,2,99,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884577010854","61084133010478","",1998,13,3,317,52,1,2,131,16.8,103,73,2,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884578010854","61084197010478","",1998,13,3,317,49,1,1,131,11.5,55,36,2,60,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884579010854","61084197010478","",1998,13,3,317,49,1,2,131,10.3,59,37,2,64,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884580010854","61084197010478","",1998,13,3,317,49,2,3,802,8.9,59,29,25,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884581010854","61084197010478","",1998,13,3,317,49,2,4,802,7.8,56,44,25,60,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884582010854","61084296010478","",1998,13,3,317,29,1,1,131,14.3,84,68,2,77,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884583010854","61084296010478","",1998,13,3,317,29,1,2,131,14.1,85,65,2,78,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884584010854","61084391010478","",1998,13,3,317,11,1,1,131,13.2,63,42,2,65,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884585010854","61084391010478","",1998,13,3,317,11,1,2,131,16.2,94,57,2,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884586010854","61085022010478","",1998,13,3,319,29,1,1,131,13.6,70,36,2,76,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884587010854","61085022010478","",1998,13,3,319,29,1,2,131,13.1,63,20,2,90,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884588010854","61085250010478","",1998,13,3,319,4,1,1,131,12.6,69,45,2,70,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884589010854","61085250010478","",1998,13,3,319,4,1,2,131,9.2,55,50,2,54,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884590010854","61085499010478","",1998,13,2,321,2,1,1,111,14.4,85,51,1,83,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884591010854","61085499010478","",1998,13,2,321,2,1,2,111,18.9,101,57,1,98,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884592010854","61085568010478","",1998,13,2,321,30,1,1,111,8.7,75,30,1,85,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884593010854","61085568010478","",1998,13,2,321,30,1,2,121,17.1,94,66,1,84,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884594010854","61085609010478","",1998,13,2,321,9,2,1,611,10.5,70,28,34,89,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884595010854","61085878010478","",1998,13,2,321,58,1,1,121,11.9,76,30,1,87,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884596010854","61085878010478","",1998,13,2,321,58,1,2,121,10.9,67,32,1,75,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884597010854","61085946010478","",1998,13,2,321,24,1,1,111,11.8,89,37,1,94,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238884598010854","61085946010478","",1998,13,2,321,24,2,2,111,14.6,91,45,1,92,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883551010854","61129269010478","",1998,13,4,89,6,1,1,812,15.8,88,59,28,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883552010854","61129269010478","",1998,13,4,89,6,1,2,812,9.8,74,49,28,74,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883554010854","61129339010478","",1998,13,4,89,19,2,2,131,13.7,74,33,2,83,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883553010854","61129339010478","",1998,13,4,89,19,2,1,131,17.4,78,37,2,84,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883555010854","61129401010478","",1998,13,4,89,26,1,1,611,10.2,76,25,34,101,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883556010854","61129401010478","",1998,13,4,89,26,1,2,611,11.7,80,27,34,102,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883557010854","61129674010478","",1998,13,1,91,16,1,1,111,12.7,74,36,1,79,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883558010854","61129674010478","",1998,13,1,91,16,1,2,111,12,72,38,1,76,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883559010854","61129771010478","",1998,13,1,91,2,1,1,611,14.4,79,43,34,80,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883560010854","61129771010478","",1998,13,1,91,2,1,2,111,16,97,78,1,89,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883561010854","61130369010478","",1998,13,2,93,2,1,1,131,12.5,58,22,2,78,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883562010854","61130369010478","",1998,13,2,93,2,1,2,111,16,81,48,1,81,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883563010854","61130453010478","",1998,13,3,95,22,1,1,110,15.6,86,65,2,75,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883564010854","61130453010478","",1998,13,3,95,22,1,2,131,21.7,105,65,2,97,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883565010854","61130509010478","",1998,13,3,95,4,2,1,131,12,62,24,2,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883566010854","61130509010478","",1998,13,3,95,4,2,2,611,14.9,80,42,34,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883567010854","61130774010478","",1998,13,3,95,16,2,1,131,15.2,78,32,2,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883568010854","61130774010478","",1998,13,3,95,16,2,2,131,14.8,83,49,2,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883569010854","61130856010478","",1998,13,3,95,34,1,1,131,12.2,70,25,2,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883570010854","61130856010478","",1998,13,3,95,34,1,2,131,12,55,23,2,73,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883571010854","61130904010478","",1998,13,4,97,16,1,1,621,12.3,82,40,39,87,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883572010854","61130904010478","",1998,13,4,97,16,1,2,837,11.3,72,42,28,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883573010854","61130974010478","",1998,13,4,97,3,2,1,131,13.1,97,35,2,107,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883574010854","61130974010478","",1998,13,4,97,3,2,2,131,16,98,36,2,107,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883575010854","61131120010478","",1998,13,4,97,9,1,1,833,16.8,101,66,26,87,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883576010854","61131120010478","",1998,13,4,97,9,1,2,802,17,102,65,25,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883578010854","61131191010478","",1998,13,2,99,12,1,2,131,11.8,66,15,2,113,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883577010854","61131191010478","",1998,13,2,99,12,1,1,131,13.1,67,15,2,114,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883579010854","61131287010478","",1998,13,2,99,43,1,1,121,13.7,81,40,1,83,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883580010854","61131287010478","",1998,13,2,99,43,1,2,121,13.2,76,39,1,79,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883582010854","61131644010478","",1998,13,2,99,37,1,2,111,9.2,55,18,1,78,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883581010854","61131644010478","",1998,13,2,99,37,1,1,111,6.4,55,18,1,78,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883583010854","61132019010478","",1998,13,2,99,48,1,1,111,11.2,75,37,1,80,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883584010854","61132019010478","",1998,13,2,99,48,1,2,111,12.1,75,32,1,83,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883585010854","61132480010478","",1998,13,1,101,10,1,1,111,8.9,61,17,1,87,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883586010854","61132480010478","",1998,13,1,101,10,1,2,111,7.5,56,17,1,81,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883587010854","61132550010478","",1998,13,1,101,34,1,1,111,9.6,68,20,1,89,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883588010854","61132550010478","",1998,13,1,101,34,1,2,111,9,71,20,1,92,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883589010854","61133034010478","",1998,13,1,101,41,1,1,111,11.4,72,19,1,95,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883590010854","61133034010478","",1998,13,1,101,41,1,2,111,7.6,71,19,1,94,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883591010854","61133693010478","",1998,13,1,103,45,1,1,128,11.1,72,53,3,70,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883592010854","61133693010478","",1998,13,1,103,45,1,2,128,10.8,61,52,3,60,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883593010854","61133775010478","",1998,13,1,103,6,1,1,131,9.6,62,28,2,75,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883594010854","61133775010478","",1998,13,1,103,6,1,2,131,7.8,60,27,2,73,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883595010854","61133979010478","",1998,13,1,103,48,2,1,111,9.5,56,35,1,62,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883596010854","61133979010478","",1998,13,1,103,48,2,2,111,9.8,59,37,1,63,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883597010854","61134035010478","",1998,13,1,103,22,1,1,121,10,79,54,1,74,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883598010854","61134035010478","",1998,13,1,103,22,1,2,121,11.1,85,53,1,80,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883599010854","61134260010478","",1998,13,4,105,37,2,1,802,10.9,68,60,25,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883600010854","61134331010478","",1998,13,4,105,24,1,1,802,20.3,99,98,25,76,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883601010854","61134331010478","",1998,13,4,105,24,1,2,110,17,81,96,2,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883603010854","61134417010478","",1998,13,4,105,40,1,2,131,14.7,72,39,2,76,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883602010854","61134417010478","",1998,13,4,105,40,1,1,131,14.6,74,36,2,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883604010854","61134489010478","",1998,13,4,105,14,1,1,827,10.1,66,43,28,69,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883605010854","61134489010478","",1998,13,4,105,14,1,2,110,11.7,65,44,2,67,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883606010854","61134781010478","",1998,13,4,105,38,1,1,802,10.8,75,42,25,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883634010854","61137230010478","",1998,13,5,111,36,2,2,611,14.2,92,49,34,87,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
