field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"1808","253701819010854","176860043010854",NA,"2010","12","2","59","20","1","1","111",7,"57","17","1","82","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.866295,-85.890815,18.95274
"1809","253701820010854","176860043010854",NA,"2010","12","2","59","20","2","1","111",7,"57","17","1","82","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.866295,-85.890815,18.95274
"1810","253702100010854","176860044010854",NA,"2010","12","2","59","21","1","1","111",10.5,"56","28","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.924624,-86.025698,18.80516
"1811","253692053010854","176860067010854",NA,"2010","12","2","63","2","1","1","111",9.5,"39","15","1","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.996791,-85.417018,19.04536
"1812","253692181010854","176860068010854",NA,"2010","12","2","63","15","2","1","111",8.4,"57","19","1","79","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.706655,-85.36816,19.09890
"1813","253691875010854","176860066010854",NA,"2010","12","2","63","19","1","1","131",7.7,"64","17","2","100","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.635646,-85.104,19.30009
"1814","253693544010854","176860079010854",NA,"2010","12","2","63","22","2","1","131",8.4,"71","21","2","98","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.851131,-85.461228,19.04536
"1815","253692402010854","176860069010854",NA,"2010","12","2","63","26","1","1","131",6.6,"55","18","2","83","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.821591,-85.359294,19.09890
"1816","253693076010854","176860075010854",NA,"2010","12","2","63","28","1","1","111",8.7,"66","24","1","81","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.863857,-85.142061,19.18301
"1817","253693727010854","176860080010854",NA,"2010","12","2","63","41","1","1","131",11.2,"72","47","2","72","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.644318,-85.228786,19.20182
"1818","253692603010854","176860070010854",NA,"2010","12","2","63","43","1","1","131",7,"47","21","2","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70238,-85.060205,19.22300
"1819","253693398010854","176860078010854",NA,"2010","12","2","63","50","1","1","131",9.8,"61","21","2","84","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.978298,-85.377592,19.04536
"1820","253693400010854","176860078010854",NA,"2010","12","2","63","50","2","1","131",9.8,"61","21","2","84","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.978298,-85.377592,19.04536
"1821","253693939010854","176860081010854",NA,"2010","12","2","63","54","1","1","131",8.6,"61","23","2","81","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.928515,-84.997861,19.23552
"1822","253695322010854","176860095010854",NA,"2010","12","2","65","36","1","1","131",21.9,"80","56","2","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.642824,-83.924644,19.37488
"1823","253694794010854","176860091010854",NA,"2010","12","2","65","38","1","1","121",13.5,"64","36","1","68","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.646794,-83.776159,19.43374
"1824","253695767010854","176860099010854",NA,"2010","12","2","65","77","1","1","131",8.5,"59","23","2","78","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433234,-84.04006,19.51414
"1825","253706764010854","176860172010854",NA,"2010","12","2","73","3","1","1","110",23.1,"132","50","2","128","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.659171,-84.092502,19.36379
"1826","253707014010854","176860173010854",NA,"2010","12","2","73","5","1","1","110",10.1,"50","29","2","62","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.567711,-84.107892,19.36379
"1827","253705596010854","176860164010854",NA,"2010","12","2","73","10","1","1","128",15.2,"47","67","3","43","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.327101,-84.635855,19.54474
"1828","253705877010854","176860166010854",NA,"2010","12","2","73","33","1","1","121",14,"80","60","1","73","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.399563,-84.482698,19.53861
"1829","253708040010854","176860177010854",NA,"2010","12","2","73","203","1","1","128",10.8,"53","57","3","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.315556,-84.487847,19.62478
"1830","253713998010854","176860223010854",NA,"2010","12","2","77","1","2","1","121",13.1,"57","38","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.262069,-84.9649,19.52181
"1831","253713111010854","176860215010854",NA,"2010","12","2","77","7","1","1","111",14.4,"77","60","1","73","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.078243,-84.885714,19.69373
"1832","253712390010854","176860211010854",NA,"2010","12","2","77","9","1","1","121",10.3,"77","69","1","68","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.147477,-84.991462,19.69373
"1833","253712535010854","176860212010854",NA,"2010","12","2","77","38","1","1","111",9.3,"60","44","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.076631,-85.011992,19.75617
"1834","253712536010854","176860212010854",NA,"2010","12","2","77","38","2","1","111",9.3,"60","44","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.076631,-85.011992,19.75617
"1835","253713773010854","176860221010854",NA,"2010","12","2","77","43","1","1","111",7,"60","25","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.019764,-84.739443,19.67214
"1836","253713268010854","176860216010854",NA,"2010","12","2","77","49","1","1","111",8.3,"55","70","1","49","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.176114,-84.862845,19.52181
"1837","253714145010854","176860225010854",NA,"2010","12","2","77","119","1","1","111",8.1,"69","24","1","85","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.17527,-84.695749,19.55990
"1838","253708353010854","176860408010854",NA,"2010","12","2","91","1","1","1","111",15.6,"68","74","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.438436,-86.731772,19.56049
"1839","253709349010854","176860413010854",NA,"2010","12","2","91","3","1","1","121",8.2,"57","61","1","52","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.673114,-86.671134,18.99092
"1840","253710069010854","176860417010854",NA,"2010","12","2","91","17","1","1","131",14.5,"76","46","2","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.977601,-86.588028,18.78581
"1841","253708734010854","176860410010854",NA,"2010","12","2","91","23","1","1","111",11,"75","55","1","72","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573
"1842","253708735010854","176860410010854",NA,"2010","12","2","91","23","2","1","111",11,"75","55","1","72","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573
"1843","253709144010854","176860412010854",NA,"2010","12","2","91","25","1","1","111",9.9,"53","29","1","63","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74241,-86.647357,19.02168
"1844","253710685010854","176860419010854",NA,"2010","12","2","91","26","1","1","111",11.6,"78","42","1","80","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.585763,-86.5282,19.19482
"1845","253711625010854","176860427010854",NA,"2010","12","2","91","35","1","1","107",10.2,"56","34","3","66","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53559,-86.428101,19.16840
"1846","253711461010854","176860425010854",NA,"2010","12","2","91","39","1","1","111",8,"37","20","1","54","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53451,-86.577097,19.19482
"1847","253708980010854","176860411010854",NA,"2010","12","2","91","46","1","1","121",15.4,"85","60","1","78","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.984306,-86.703523,18.79573
"1848","253710343010854","176860418010854",NA,"2010","12","2","91","52","1","1","111",6.8,"30","21","1","44","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.676913,-86.511638,19.02168
"1849","253708555010854","176860409010854",NA,"2010","12","2","91","63","1","1","121",12,"60","100","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.520858,-86.717522,19.36376
"1850","253711848010854","176860431010854",NA,"2010","12","2","91","121","1","1","121",5.3,"49","27","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182
"1851","253711849010854","176860431010854",NA,"2010","12","2","91","121","2","1","121",5.3,"49","27","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182
"1852","253711850010854","176860431010854",NA,"2010","12","2","91","121","3","1","121",5.3,"49","27","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182
"1853","253712011010854","176860432010854",NA,"2010","12","2","91","123","1","1","111",8.9,"78","50","1","77","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831522,-86.774437,18.99092
"1854","253706730010854","176860693010854",NA,"2010","12","2","113","17","1","1","111",11.1,"59","33","1","66","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.414975,-86.882426,19.55203
"1855","253706332010854","176860691010854",NA,"2010","12","2","113","24","1","1","111",13.4,"85","42","1","87","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.902959,-86.886199,18.78608
"1856","253706568010854","176860692010854",NA,"2010","12","2","113","36","1","1","121",14.3,"65","80","1","56","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.513087,-86.86226,19.32266
"1857","253705811010854","176860689010854",NA,"2010","12","2","113","37","1","1","121",14.8,"91","63","1","82","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.836476,-86.919996,18.78608
"1858","253707230010854","176860695010854",NA,"2010","12","2","113","41","2","1","111",10.8,"84","54","1","81","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.735174,-87.014976,19.07967
"1859","253708097010854","176860699010854",NA,"2010","12","2","113","43","1","1","111",8.6,"54","22","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886563,-87.037837,18.83518
"1860","253708098010854","176860699010854",NA,"2010","12","2","113","43","2","1","111",8.6,"54","22","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886563,-87.037837,18.83518
"1861","253706053010854","176860690010854",NA,"2010","12","2","113","45","1","1","121",15.1,"179","48","1","173","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973855,-86.860317,18.78608
"1862","253707712010854","176860698010854",NA,"2010","12","2","113","46","1","1","111",10.2,"73","45","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128
"1863","253707713010854","176860698010854",NA,"2010","12","2","113","46","2","1","111",10.2,"73","45","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128
"1864","253704890010854","176860685010854",NA,"2010","12","2","113","49","1","1","121",8.3,"59","25","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831785,-87.15655,19.07967
"1865","253708295010854","176860700010854",NA,"2010","12","2","113","61","1","1","121",8.1,"41","19","1","60","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.590246,-86.978316,19.32266
"1866","253704616010854","176860682010854",NA,"2010","12","2","113","63","1","1","121",12.8,"80","70","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591296,-87.152354,19.41128
"1867","253704397010854","176860679010854",NA,"2010","12","2","113","64","1","1","131",6.5,"50","16","2","82","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743774,-87.222338,19.14071
"1868","253705568010854","176860688010854",NA,"2010","12","2","113","65","1","1","131",8,"55","18","2","83","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759358,-87.027773,19.07967
"1869","253705569010854","176860688010854",NA,"2010","12","2","113","65","2","2","121",14.3,"72","67","1","64","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759358,-87.027773,19.07967
"1870","253708442010854","176860701010854",NA,"2010","12","2","113","131","1","1","121",8.1,"41","35","1","44","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.589167,-86.835472,19.32266
"1871","253708443010854","176860701010854",NA,"2010","12","2","113","131","2","1","121",8.1,"41","35","1","44","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.589167,-86.835472,19.32266
"1872","253708751010854","176860817010854",NA,"2010","12","2","129","9","1","1","111",9.4,"66","21","1","85","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.238201,-84.519751,19.54474
"1873","253709200010854","176860820010854",NA,"2010","12","2","129","30","2","1","121",9.4,"75","62","1","68","50","2","26","22","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.087476,-84.457843,19.79576
"1874","253708375010854","176860815010854",NA,"2010","12","2","129","40","1","1","111",9.6,"72","31","1","81","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25058,-84.656357,19.54474
"1875","253708573010854","176860816010854",NA,"2010","12","2","129","84","1","1","111",9.2,"74","27","1","86","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.111493,-84.589655,19.72533
"1876","253711707010854","176860838010854",NA,"2010","12","2","131","2","1","1","121",15.2,"72","61","1","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.618426,-86.251486,19.19602
"1877","253712962010854","176860846010854",NA,"2010","12","2","131","3","1","1","131",12.4,"63","33","2","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.801232,-86.048721,18.95434
"1878","253713094010854","176860847010854",NA,"2010","12","2","131","4","1","1","107",5.5,"38","17","3","79","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.518888,-85.983725,19.25759
"1879","253711948010854","176860839010854",NA,"2010","12","2","131","5","1","1","111",9.5,"56","42","1","58","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667
"1880","253711949010854","176860839010854",NA,"2010","12","2","131","5","2","1","111",9.5,"56","42","1","58","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667
"1881","253711182010854","176860835010854",NA,"2010","12","2","131","6","1","1","131",7.2,"39","14","2","70","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.838925,-86.333479,18.72983
"1882","253712765010854","176860845010854",NA,"2010","12","2","131","8","1","1","111",10.7,"71","52","1","69","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.708057,-86.056117,18.95434
"1883","253712276010854","176860841010854",NA,"2010","12","2","131","18","1","1","121",17.1,"56","45","1","55","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134
"1884","253712277010854","176860841010854",NA,"2010","12","2","131","18","3","1","121",17.1,"56","45","1","55","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134
"1885","253712403010854","176860843010854",NA,"2010","12","2","131","24","1","1","111",10.1,"75","50","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.617541,-86.124816,19.20346
"1886","253711541010854","176860837010854",NA,"2010","12","2","131","25","1","1","121",16.7,"82","64","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134
"1887","253711542010854","176860837010854",NA,"2010","12","2","131","25","2","1","121",16.7,"82","64","1","74","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134
"1888","253713408010854","176860850010854",NA,"2010","12","2","131","28","1","1","111",9.1,"61","34","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.692164,-86.105101,18.95434
"1889","253713250010854","176860848010854",NA,"2010","12","2","131","54","1","1","121",6.5,"36","21","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.757284,-86.375534,18.94182
"1890","253710935010854","176860831010854",NA,"2010","12","2","131","60","1","1","121",10.1,"54","59","1","49","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.666187,-86.37147,19.16840
"1891","253712596010854","176860844010854",NA,"2010","12","2","131","62","1","1","121",12.7,"43","29","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.313463,-86.068498,19.54145
"1892","253712597010854","176860844010854",NA,"2010","12","2","131","62","2","1","121",12.7,"43","29","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.313463,-86.068498,19.54145
"1893","253712171010854","176860840010854",NA,"2010","12","2","131","66","1","1","111",10.3,"40","21","1","56","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523796,-86.150609,19.20346
"1894","253713792010854","176860855010854",NA,"2010","12","2","131","150","1","1","131",11.9,"68","30","2","79","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.653303,-86.113248,19.20346
"1895","253713697010854","176860854010854",NA,"2010","12","2","131","151","1","1","111",11.5,"64","24","1","79","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.469014,-86.043307,19.45434
