field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP_bioclim,SOIL_MOIS,FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC_ORNL_kgperm2,N_ORNL_gperm2,Soilgrids_N_0-5,Soilgrids_N_5-15,Soilgrids_C_0-5,Soilgrids_C_5-15
1839,2.54E+14,1.77E+14,NA,2010,12,2,91,3,1,1,121,8.2,57,61,1,52,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.673114,-86.671134,18.99092,253.076,NA,NA,#VALUE!,7.936860085,638.43597,803,383,814,172
1840,2.54E+14,1.77E+14,NA,2010,12,2,91,17,1,1,131,14.5,76,46,2,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.977601,-86.588028,18.78581,237.524,NA,NA,#VALUE!,7.234200001,796.36499,651,118,388,137
1841,2.54E+14,1.77E+14,NA,2010,12,2,91,23,1,1,111,11,75,55,1,72,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573,237.524,NA,NA,#VALUE!,7.234200001,796.36499,473,151,455,191
1842,2.54E+14,1.77E+14,NA,2010,12,2,91,23,2,1,111,11,75,55,1,72,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573,237.524,NA,NA,#VALUE!,7.234200001,796.36499,473,151,455,191
1843,2.54E+14,1.77E+14,NA,2010,12,2,91,25,1,1,111,9.9,53,29,1,63,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74241,-86.647357,19.02168,237.524,NA,NA,#VALUE!,7.936860085,796.36499,411,290,661,152
1844,2.54E+14,1.77E+14,NA,2010,12,2,91,26,1,1,111,11.6,78,42,1,80,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.585763,-86.5282,19.19482,253.076,NA,NA,#VALUE!,7.936860085,638.43597,602,181,439,131
1845,2.54E+14,1.77E+14,NA,2010,12,2,91,35,1,1,107,10.2,56,34,3,66,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53559,-86.428101,19.1684,253.076,NA,NA,#VALUE!,7.936860085,638.43597,498,172,331,186
1846,2.54E+14,1.77E+14,NA,2010,12,2,91,39,1,1,111,8,37,20,1,54,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53451,-86.577097,19.19482,253.076,NA,NA,#VALUE!,7.936860085,638.43597,627,219,297,185
1847,2.54E+14,1.77E+14,NA,2010,12,2,91,46,1,1,121,15.4,85,60,1,78,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.984306,-86.703523,18.79573,237.524,NA,NA,#VALUE!,7.234200001,796.36499,487,114,443,203
1848,2.54E+14,1.77E+14,NA,2010,12,2,91,52,1,1,111,6.8,30,21,1,44,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.676913,-86.511638,19.02168,253.076,NA,NA,#VALUE!,7.936860085,638.43597,690,213,369,166
1849,2.54E+14,1.77E+14,NA,2010,12,2,91,63,1,1,121,12,60,100,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.520858,-86.717522,19.36376,253.076,NA,NA,#VALUE!,7.936860085,638.43597,655,229,575,185
1850,2.54E+14,1.77E+14,NA,2010,12,2,91,121,1,1,121,5.3,49,27,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182,237.524,NA,NA,#VALUE!,7.936860085,796.36499,436,175,353,117
1851,2.54E+14,1.77E+14,NA,2010,12,2,91,121,2,1,121,5.3,49,27,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182,237.524,NA,NA,#VALUE!,7.936860085,796.36499,436,175,353,117
1852,2.54E+14,1.77E+14,NA,2010,12,2,91,121,3,1,121,5.3,49,27,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.751093,-86.498791,18.94182,237.524,NA,NA,#VALUE!,7.936860085,796.36499,436,175,353,117
1853,2.54E+14,1.77E+14,NA,2010,12,2,91,123,1,1,111,8.9,78,50,1,77,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831522,-86.774437,18.99092,237.524,NA,NA,#VALUE!,7.234200001,796.36499,415,237,400,153
1854,2.54E+14,1.77E+14,NA,2010,12,2,113,17,1,1,111,11.1,59,33,1,66,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.414975,-86.882426,19.55203,253.076,NA,NA,#VALUE!,0,638.43597,846,461,489,214
1855,2.54E+14,1.77E+14,NA,2010,12,2,113,24,1,1,111,13.4,85,42,1,87,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.902959,-86.886199,18.78608,237.524,NA,NA,#VALUE!,7.234200001,796.36499,586,264,642,194
1856,2.54E+14,1.77E+14,NA,2010,12,2,113,36,1,1,121,14.3,65,80,1,56,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.513087,-86.86226,19.32266,253.076,NA,NA,#VALUE!,7.936860085,638.43597,881,315,390,219
1857,2.54E+14,1.77E+14,NA,2010,12,2,113,37,1,1,121,14.8,91,63,1,82,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.836476,-86.919996,18.78608,237.524,NA,NA,#VALUE!,7.234200001,796.36499,623,271,443,154
1858,2.54E+14,1.77E+14,NA,2010,12,2,113,41,2,1,111,10.8,84,54,1,81,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.735174,-87.014976,19.07967,253.076,NA,NA,#VALUE!,7.936860085,638.43597,697,197,556,129
1859,2.54E+14,1.77E+14,NA,2010,12,2,113,43,1,1,111,8.6,54,22,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886563,-87.037837,18.83518,237.524,NA,NA,#VALUE!,7.234200001,796.36499,470,276,466,153
1860,2.54E+14,1.77E+14,NA,2010,12,2,113,43,2,1,111,8.6,54,22,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886563,-87.037837,18.83518,237.524,NA,NA,#VALUE!,7.234200001,796.36499,470,276,466,153
1861,2.54E+14,1.77E+14,NA,2010,12,2,113,45,1,1,121,15.1,179,48,1,173,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973855,-86.860317,18.78608,237.524,NA,NA,#VALUE!,7.234200001,796.36499,471,132,384,169
1862,2.54E+14,1.77E+14,NA,2010,12,2,113,46,1,1,111,10.2,73,45,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128,253.076,NA,NA,#VALUE!,7.936860085,638.43597,659,216,347,142
1863,2.54E+14,1.77E+14,NA,2010,12,2,113,46,2,1,111,10.2,73,45,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128,253.076,NA,NA,#VALUE!,7.936860085,638.43597,659,216,347,142
1864,2.54E+14,1.77E+14,NA,2010,12,2,113,49,1,1,121,8.3,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831785,-87.15655,19.07967,237.524,NA,NA,#VALUE!,7.234200001,796.36499,832,294,403,133
1865,2.54E+14,1.77E+14,NA,2010,12,2,113,61,1,1,121,8.1,41,19,1,60,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.590246,-86.978316,19.32266,253.076,NA,NA,#VALUE!,7.936860085,638.43597,576,253,511,164
1866,2.54E+14,1.77E+14,NA,2010,12,2,113,63,1,1,121,12.8,80,70,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591296,-87.152354,19.41128,253.076,NA,NA,#VALUE!,7.936860085,638.43597,667,299,493,155
1867,2.54E+14,1.77E+14,NA,2010,12,2,113,64,1,1,131,6.5,50,16,2,82,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743774,-87.222338,19.14071,237.524,NA,NA,#VALUE!,7.936860085,796.36499,474,145,428,132
1868,2.54E+14,1.77E+14,NA,2010,12,2,113,65,1,1,131,8,55,18,2,83,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759358,-87.027773,19.07967,253.076,NA,NA,#VALUE!,7.936860085,638.43597,685,194,561,147
1869,2.54E+14,1.77E+14,NA,2010,12,2,113,65,2,2,121,14.3,72,67,1,64,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759358,-87.027773,19.07967,253.076,NA,NA,#VALUE!,7.936860085,638.43597,685,194,561,147
1870,2.54E+14,1.77E+14,NA,2010,12,2,113,131,1,1,121,8.1,41,35,1,44,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.589167,-86.835472,19.32266,253.076,NA,NA,#VALUE!,7.936860085,638.43597,642,219,339,217
1871,2.54E+14,1.77E+14,NA,2010,12,2,113,131,2,1,121,8.1,41,35,1,44,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.589167,-86.835472,19.32266,253.076,NA,NA,#VALUE!,7.936860085,638.43597,642,219,339,217
1872,2.54E+14,1.77E+14,NA,2010,12,2,129,9,1,1,111,9.4,66,21,1,85,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.238201,-84.519751,19.54474,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1140,418,691,179
1873,2.54E+14,1.77E+14,NA,2010,12,2,129,30,2,1,121,9.4,75,62,1,68,50,2,26,22,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.087476,-84.457843,19.79576,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1338,544,655,167
1874,2.54E+14,1.77E+14,NA,2010,12,2,129,40,1,1,111,9.6,72,31,1,81,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25058,-84.656357,19.54474,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1117,415,634,205
1875,2.54E+14,1.77E+14,NA,2010,12,2,129,84,1,1,111,9.2,74,27,1,86,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.111493,-84.589655,19.72533,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1230,423,725,148
1876,2.54E+14,1.77E+14,NA,2010,12,2,131,2,1,1,121,15.2,72,61,1,65,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.618426,-86.251486,19.19602,253.076,NA,NA,#VALUE!,7.936860085,638.43597,505,318,606,175
1877,2.54E+14,1.77E+14,NA,2010,12,2,131,3,1,1,131,12.4,63,33,2,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.801232,-86.048721,18.95434,237.524,NA,NA,#VALUE!,7.234200001,796.36499,514,237,364,145
1878,2.54E+14,1.77E+14,NA,2010,12,2,131,4,1,1,107,5.5,38,17,3,79,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.518888,-85.983725,19.25759,253.076,NA,NA,#VALUE!,7.936860085,638.43597,691,376,677,171
1879,2.54E+14,1.77E+14,NA,2010,12,2,131,5,1,1,111,9.5,56,42,1,58,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,857,450,534,319
1880,2.54E+14,1.77E+14,NA,2010,12,2,131,5,2,1,111,9.5,56,42,1,58,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,857,450,534,319
1881,2.54E+14,1.77E+14,NA,2010,12,2,131,6,1,1,131,7.2,39,14,2,70,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.838925,-86.333479,18.72983,237.524,NA,NA,#VALUE!,7.234200001,796.36499,503,198,598,194
1882,2.54E+14,1.77E+14,NA,2010,12,2,131,8,1,1,111,10.7,71,52,1,69,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.708057,-86.056117,18.95434,253.076,NA,NA,#VALUE!,7.936860085,638.43597,559,217,643,141
1883,2.54E+14,1.77E+14,NA,2010,12,2,131,18,1,1,121,17.1,56,45,1,55,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134,237.524,NA,NA,#VALUE!,7.936860085,796.36499,550,270,649,126
1884,2.54E+14,1.77E+14,NA,2010,12,2,131,18,3,1,121,17.1,56,45,1,55,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134,237.524,NA,NA,#VALUE!,7.936860085,796.36499,550,270,649,126
1885,2.54E+14,1.77E+14,NA,2010,12,2,131,24,1,1,111,10.1,75,50,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.617541,-86.124816,19.20346,253.076,NA,NA,#VALUE!,7.936860085,638.43597,603,202,569,136
1886,2.54E+14,1.77E+14,NA,2010,12,2,131,25,1,1,121,16.7,82,64,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134,253.076,NA,NA,#VALUE!,7.936860085,638.43597,611,251,534,177
1887,2.54E+14,1.77E+14,NA,2010,12,2,131,25,2,1,121,16.7,82,64,1,74,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134,253.076,NA,NA,#VALUE!,7.936860085,638.43597,611,251,534,177
1888,2.54E+14,1.77E+14,NA,2010,12,2,131,28,1,1,111,9.1,61,34,1,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.692164,-86.105101,18.95434,253.076,NA,NA,#VALUE!,7.936860085,638.43597,492,232,586,139
1889,2.54E+14,1.77E+14,NA,2010,12,2,131,54,1,1,121,6.5,36,21,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.757284,-86.375534,18.94182,237.524,NA,NA,#VALUE!,7.234200001,796.36499,673,207,396,131
1890,2.54E+14,1.77E+14,NA,2010,12,2,131,60,1,1,121,10.1,54,59,1,49,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.666187,-86.37147,19.1684,253.076,NA,NA,#VALUE!,7.936860085,638.43597,574,183,358,172
1891,2.54E+14,1.77E+14,NA,2010,12,2,131,62,1,1,121,12.7,43,29,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.313463,-86.068498,19.54145,253.076,NA,NA,#VALUE!,0,0,1011,643,608,332
1892,2.54E+14,1.77E+14,NA,2010,12,2,131,62,2,1,121,12.7,43,29,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.313463,-86.068498,19.54145,253.076,NA,NA,#VALUE!,0,0,1011,643,608,332
1893,2.54E+14,1.77E+14,NA,2010,12,2,131,66,1,1,111,10.3,40,21,1,56,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523796,-86.150609,19.20346,253.076,NA,NA,#VALUE!,7.936860085,638.43597,749,261,417,104
1894,2.54E+14,1.77E+14,NA,2010,12,2,131,150,1,1,131,11.9,68,30,2,79,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.653303,-86.113248,19.20346,253.076,NA,NA,#VALUE!,7.936860085,638.43597,544,206,354,118
1895,2.54E+14,1.77E+14,NA,2010,12,2,131,151,1,1,111,11.5,64,24,1,79,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.469014,-86.043307,19.45434,253.076,NA,NA,#VALUE!,7.936860085,638.43597,775,437,563,264
1896,2.54E+14,1.77E+14,NA,2010,12,2,133,1,1,1,131,11.9,75,30,2,88,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476,253.076,NA,NA,#VALUE!,7.936860085,638.43597,775,310,812,191
1897,2.54E+14,1.77E+14,NA,2010,12,2,133,1,2,1,131,11.9,75,30,2,88,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476,253.076,NA,NA,#VALUE!,7.936860085,638.43597,775,310,812,191
1898,2.54E+14,1.77E+14,NA,2010,12,2,133,9,1,1,121,10.2,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166,237.524,NA,NA,#VALUE!,7.234200001,796.36499,716,147,696,157
1899,2.54E+14,1.77E+14,NA,2010,12,2,133,9,3,1,121,10.2,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166,237.524,NA,NA,#VALUE!,7.234200001,796.36499,716,147,696,157
1900,2.54E+14,1.77E+14,NA,2010,12,2,133,14,1,1,111,7.2,34,14,1,61,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.647579,-85.523823,19.1778,237.524,NA,NA,#VALUE!,7.234200001,796.36499,467,139,382,125
1901,2.54E+14,1.77E+14,NA,2010,12,2,133,32,1,1,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,237.524,NA,NA,#VALUE!,7.234200001,796.36499,365,161,392,124
1902,2.54E+14,1.77E+14,NA,2010,12,2,133,32,2,1,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,237.524,NA,NA,#VALUE!,7.234200001,796.36499,365,161,392,124
1903,2.54E+14,1.77E+14,NA,2010,12,2,133,32,3,1,107,6.9,41,19,3,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166,237.524,NA,NA,#VALUE!,7.234200001,796.36499,365,161,392,124
1904,2.54E+14,1.77E+14,NA,2010,12,2,133,40,1,1,107,6.5,29,14,3,75,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.534577,-85.725387,19.23476,253.076,NA,NA,#VALUE!,7.936860085,638.43597,867,307,625,160
1905,2.54E+14,1.77E+14,NA,2010,12,2,133,74,2,1,131,15.8,108,58,2,102,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557955,-85.581453,19.1778,237.524,NA,NA,#VALUE!,7.234200001,796.36499,345,199,392,190
1906,2.54E+14,1.77E+14,NA,2010,12,3,9,17,1,1,111,8.2,57,28,1,68,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.733792,-80.928087,21.65649,321.773,NA,NA,#VALUE!,16.89570045,1509.02002,2269,2178,842,598
1907,2.54E+14,1.77E+14,NA,2010,12,3,9,173,1,1,111,13.7,71,48,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.673068,-80.952114,21.65649,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,2185,2140,800,747
1908,2.54E+14,1.77E+14,NA,2010,12,3,17,25,1,1,121,12.8,78,62,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.86276,-82.594095,21.37828,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1811,1618,533,252
1909,2.54E+14,1.77E+14,NA,2010,12,3,17,36,1,1,121,6.6,36,19,1,53,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.002274,-82.527684,21.10983,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1395,504,251,137
1910,2.54E+14,1.77E+14,NA,2010,12,3,17,45,1,1,121,12.2,57,62,1,52,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.861653,-82.453735,21.34917,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1456,823,285,109
1911,2.54E+14,1.77E+14,NA,2010,12,3,17,46,1,1,131,16.3,68,21,2,94,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.924773,-82.401624,21.34917,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1762,1406,430,147
