field_1,CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS,LAT,LON,rvalue_1
"6800","238789958010854","61545011010478",NA,"2000","13","2","71","19","1","1","111",11.1,"67","31","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.128523,-83.807333,19.1306972503662
"6801","238789959010854","61545011010478",NA,"2000","13","2","71","19","1","2","111",8.7,"63","29","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.128523,-83.807333,19.1306972503662
"6803","238789961010854","61545064010478",NA,"2000","13","2","71","4","1","2","111",11.4,"70","32","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.276638,-83.765366,18.9689903259277
"6812","238789970010854","61545631010478",NA,"2000","13","2","75","9","2","1","111",16.4,"98","51","1","96","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.282837,-83.460436,19.0880832672119
"6813","238789971010854","61545631010478",NA,"2000","13","2","75","9","2","2","111",14.5,"93","51","1","91","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.282837,-83.460436,19.0880832672119
"6826","238789984010854","61546729010478",NA,"2000","13","2","81","31","1","1","111",18.2,"94","62","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9008,-83.801674,18.5940837860107
"6827","238789985010854","61546868010478",NA,"2000","13","2","81","21","2","1","111",9.3,"54","28","1","65","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.976566,-83.618921,18.5302181243896
"6828","238789986010854","61546868010478",NA,"2000","13","2","81","21","2","2","111",9.6,"60","28","1","71","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.976566,-83.618921,18.5302181243896
"6853","238829581010854","61060983010478",NA,"1999","13","3","169","26","1","1","111",7.5,"56","20","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86209,-83.48951,17.5678958892822
"6854","238829582010854","61060983010478",NA,"1999","13","3","169","26","1","2","111",9.5,"68","28","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86209,-83.48951,17.5678958892822
"6908","238654790010854","61319909010478",NA,"2004","13","1","229","36","1","1","111",8,"69","21","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.246309,-82.175766,19.4327297210693
"6916","238654798010854","61321048010478",NA,"2004","13","3","235","20","1","1","111",15.5,"86","46","1","86","50","3","68",NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.266598,-83.530298,18.3825836181641
"6926","238829610010854","61062914010478",NA,"1999","13","2","173","14","1","2","111",12.9,"64","35","1","70","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.005443,-82.994738,19.1321353912354
"6928","238829611010854","61063092010478",NA,"1999","13","1","175","94","1","1","111",14.3,"85","38","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.473974,-83.07622,18.2701873779297
"6929","238829612010854","61063092010478",NA,"1999","13","1","175","94","1","2","111",15,"82","43","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.473974,-83.07622,18.2701873779297
"6943","238829626010854","61064306010478",NA,"1999","13","3","177","13","1","2","111",16.9,"90","45","1","91","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.66236,-84.107236,18.8763751983643
"6952","238829635010854","61064772010478",NA,"1999","13","1","179","10","1","1","111",14.1,"91","42","1","93","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.907416,-81.50415,19.1702919006348
"6953","238829636010854","61064772010478",NA,"1999","13","1","179","10","1","2","111",12.5,"89","46","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.907416,-81.50415,19.1702919006348
"6954","238829637010854","61065065010478",NA,"1999","13","1","179","52","1","1","111",13.9,"71","40","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.896876,-81.724972,19.0042285919189
"6955","238829638010854","61065065010478",NA,"1999","13","1","179","52","1","2","111",13.4,"78","46","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.896876,-81.724972,19.0042285919189
"6966","238829649010854","61066044010478",NA,"1999","13","1","183","16","1","1","111",15.3,"84","62","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.943572,-81.824644,19.0042285919189
"6967","238829650010854","61066044010478",NA,"1999","13","1","183","16","1","2","111",13.7,"79","55","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.943572,-81.824644,19.0042285919189
"6968","238829651010854","61066647010478",NA,"1999","13","1","183","14","1","1","111",12.6,"85","30","1","95","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.594336,-81.579823,19.2684268951416
"6969","238829652010854","61066647010478",NA,"1999","13","1","183","14","1","2","111",13.5,"85","36","1","91","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.594336,-81.579823,19.2684268951416
"6972","238829655010854","61066821010478",NA,"1999","13","2","185","9","1","1","111",11.8,"68","38","1","72","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.732813,-83.330628,19.4757194519043
"6973","238829656010854","61066821010478",NA,"1999","13","2","185","9","1","2","111",12.5,"74","38","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.732813,-83.330628,19.4757194519043
"6974","238828706010854","61086174010478",NA,"1999","13","1","1","18","1","1","111",11.6,"81","32","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.69106,-82.458705,18.9917907714844
"6976","238828708010854","61086435010478",NA,"1999","13","1","1","5","2","1","111",8.9,"62","17","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.665771,-82.227834,19.1809177398682
"6977","238828709010854","61086435010478",NA,"1999","13","1","1","5","2","2","111",8.4,"55","17","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.665771,-82.227834,19.1809177398682
"6982","238828714010854","61087118010478",NA,"1999","13","1","1","3","1","1","111",9.4,"62","17","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.77487,-82.418847,18.9917907714844
"6983","238828715010854","61087118010478",NA,"1999","13","1","1","3","1","2","111",8.8,"63","17","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.77487,-82.418847,18.9917907714844
"6984","238828716010854","61087338010478",NA,"1999","13","1","1","32","1","1","111",9.4,"60","21","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.898474,-82.36431,18.9010200500488
"6985","238828717010854","61087338010478",NA,"1999","13","1","1","32","1","2","111",8.7,"48","20","1","67","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.898474,-82.36431,18.9010200500488
"6986","238828718010854","61087659010478",NA,"1999","13","1","3","31","1","1","111",13,"94","46","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.273236,-82.747043,19.1247596740723
"6988","238828720010854","61087659010478",NA,"1999","13","1","3","31","2","3","111",13,"94","46","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.273236,-82.747043,19.1247596740723
"6990","238828722010854","61087772010478",NA,"1999","13","1","3","39","1","1","111",5.3,"33","25","1","44","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"6991","238828723010854","61087772010478",NA,"1999","13","1","3","39","1","2","111",6.5,"43","25","1","55","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"6992","238828724010854","61087772010478",NA,"1999","13","1","3","39","2","3","111",8.9,"56","44","1","57","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"6993","238828725010854","61087772010478",NA,"1999","13","1","3","39","2","4","111",9.7,"70","62","1","65","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"6994","238828726010854","61087933010478",NA,"1999","13","1","5","21","1","1","111",9.8,"60","32","1","68","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.572493,-82.623363,19.035228729248
"6995","238828727010854","61087933010478",NA,"1999","13","1","5","21","1","2","111",11.2,"65","35","1","71","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.572493,-82.623363,19.035228729248
"6997","238828728010854","61088081010478",NA,"1999","13","1","5","1","1","1","111",18.3,"80","40","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.708519,-82.500149,18.9092597961426
"6999","238790224010854","61566264010478",NA,"2000","13","2","173","10","1","1","111",9.6,"70","27","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.913535,-83.025715,19.2518329620361
"7000","238790225010854","61566264010478",NA,"2000","13","2","173","10","1","2","111",8.4,"65","25","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.913535,-83.025715,19.2518329620361
"7001","238790227010854","61566689010478",NA,"2000","13","1","175","75","1","2","111",8.4,"55","17","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.464651,-82.868378,18.3474369049072
"7002","238790226010854","61566689010478",NA,"2000","13","1","175","75","1","1","111",10.5,"53","17","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.464651,-82.868378,18.3474369049072
"7003","238790228010854","61566784010478",NA,"2000","13","1","175","86","1","1","111",16.6,"87","48","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.367547,-82.775868,18.3651657104492
"7004","238790229010854","61566784010478",NA,"2000","13","1","175","86","1","2","111",13.3,"88","46","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.367547,-82.775868,18.3651657104492
"7007","238790232010854","61567240010478",NA,"2000","13","1","175","32","1","1","111",16.4,"83","53","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.273401,-82.85292,18.4285526275635
"7008","238790233010854","61567240010478",NA,"2000","13","1","175","32","1","2","111",17.7,"84","45","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.273401,-82.85292,18.4285526275635
"7036","238884590010854","61085499010478",NA,"1998","13","2","321","2","1","1","111",14.4,"85","51","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.745523,-83.990251,18.6699161529541
"7037","238884591010854","61085499010478",NA,"1998","13","2","321","2","1","2","111",18.9,"101","57","1","98","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.745523,-83.990251,18.6699161529541
"7038","238884592010854","61085568010478",NA,"1998","13","2","321","30","1","1","111",8.7,"75","30","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.538818,-83.965657,18.7209796905518
"7043","238884597010854","61085946010478",NA,"1998","13","2","321","24","1","1","111",11.8,"89","37","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.389822,-83.850214,18.728343963623
"7044","238884598010854","61085946010478",NA,"1998","13","2","321","24","2","2","111",14.6,"91","45","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.389822,-83.850214,18.728343963623
"7051","238883557010854","61129674010478",NA,"1998","13","1","91","16","1","1","111",12.7,"74","36","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.112099,-83.030442,18.5346145629883
"7052","238883558010854","61129674010478",NA,"1998","13","1","91","16","1","2","111",12,"72","38","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.112099,-83.030442,18.5346145629883
"7054","238883560010854","61129771010478",NA,"1998","13","1","91","2","1","2","111",16,"97","78","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.12491,-83.302597,18.5562076568604
"7056","238883562010854","61130369010478",NA,"1998","13","2","93","2","1","2","111",16,"81","48","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.104488,-83.720327,18.4609680175781
"7075","238883582010854","61131644010478",NA,"1998","13","2","99","37","1","2","111",9.2,"55","18","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.346888,-84.756886,18.7991981506348
"7076","238883581010854","61131644010478",NA,"1998","13","2","99","37","1","1","111",6.4,"55","18","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.346888,-84.756886,18.7991981506348
"7077","238883583010854","61132019010478",NA,"1998","13","2","99","48","1","1","111",11.2,"75","37","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.262373,-84.657043,19.0206050872803
"7078","238883584010854","61132019010478",NA,"1998","13","2","99","48","1","2","111",12.1,"75","32","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.262373,-84.657043,19.0206050872803
"7079","238883585010854","61132480010478",NA,"1998","13","1","101","10","1","1","111",8.9,"61","17","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.806272,-82.940624,19.3257179260254
"7080","238883586010854","61132480010478",NA,"1998","13","1","101","10","1","2","111",7.5,"56","17","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.806272,-82.940624,19.3257179260254
"7081","238883587010854","61132550010478",NA,"1998","13","1","101","34","1","1","111",9.6,"68","20","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.630553,-82.736992,19.5588760375977
"7082","238883588010854","61132550010478",NA,"1998","13","1","101","34","1","2","111",9,"71","20","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.630553,-82.736992,19.5588760375977
"7083","238883589010854","61133034010478",NA,"1998","13","1","101","41","1","1","111",11.4,"72","19","1","95","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.767491,-82.939347,19.3257179260254
"7084","238883590010854","61133034010478",NA,"1998","13","1","101","41","1","2","111",7.6,"71","19","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.767491,-82.939347,19.3257179260254
"7089","238883595010854","61133979010478",NA,"1998","13","1","103","48","2","1","111",9.5,"56","35","1","62","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.454979,-81.365774,18.5984058380127
"7090","238883596010854","61133979010478",NA,"1998","13","1","103","48","2","2","111",9.8,"59","37","1","63","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.454979,-81.365774,18.5984058380127
"7199","238828860010854","61163133010478",NA,"1999","13","1","39","38","1","1","111",13.1,"87","34","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.067779,-81.79517,19.5758647918701
"7200","238828861010854","61163133010478",NA,"1999","13","1","39","38","1","2","111",10.2,"85","34","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.067779,-81.79517,19.5758647918701
"7215","238828974010854","61170730010478",NA,"1999","13","1","65","32","2","1","111",8.1,"72","22","1","90","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.954286,-82.950048,19.2262496948242
"7216","238828975010854","61170797010478",NA,"1999","13","1","65","29","1","1","111",9.1,"62","21","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.894448,-82.930149,19.2262496948242
