field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,TEMP,TOT_N,SOC,CN_RATIO,SOIL_MOIS
2460,-2147483648,-2147483648,NA,2012,12,2,13,48,1,1,111,6.9,46,24,1,60,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.389569,-85.251772,19.35153,6,16,2.666666667,321.77301
2461,-2147483648,-2147483648,NA,2012,12,2,13,49,1,1,111,8.8,61,52,1,59,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.228638,-85.180129,19.53666,3,10,3.333333333,321.77301
2462,-2147483648,-2147483648,NA,2012,12,2,13,50,1,1,111,7.1,43,21,1,60,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.376177,-85.131322,19.46373,18,21,1.166666667,321.77301
2463,-2147483648,-2147483648,NA,2012,12,2,13,50,2,1,111,7.1,43,21,1,60,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.376177,-85.131322,19.46373,18,21,1.166666667,321.77301
2464,-2147483648,-2147483648,NA,2012,12,2,13,51,1,1,131,10.8,56,66,2,52,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.47303,-85.382929,19.30329,108,216,2,253.076
2465,-2147483648,-2147483648,NA,2012,12,2,13,52,1,1,111,8.8,34,20,1,51,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.555502,-85.082533,19.30009,3,15,5,253.076
2466,-2147483648,-2147483648,NA,2012,12,2,13,53,1,1,111,12.9,93,50,1,92,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.470505,-85.1038,19.46373,7,16,2.285714286,253.076
2467,-2147483648,-2147483648,NA,2012,12,2,33,60,1,1,121,11.6,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.703854,-87.45451,19.03732,5,17,3.4,240.528
2468,-2147483648,-2147483648,NA,2012,12,2,33,63,2,1,131,6,44,13,2,83,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.875443,-87.573608,18.78072,5,14,2.8,240.528
2469,-2147483648,-2147483648,NA,2012,12,2,33,65,1,1,131,7.6,53,29,2,63,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.871094,-87.407853,18.82186,7,9,1.285714286,237.524
2470,-2147483648,-2147483648,NA,2012,12,2,33,68,2,1,111,6,42,27,1,52,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.789212,-87.428594,19.03732,6,10,1.666666667,240.528
2471,-2147483648,-2147483648,NA,2012,12,2,33,79,1,1,111,10.8,61,41,1,63,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.936475,-87.521499,18.78072,8,10,1.25,240.528
2472,-2147483648,-2147483648,NA,2012,12,2,37,74,1,1,111,10.5,67,42,1,69,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.940998,-84.87033,19.83676,61,91,1.491803279,321.77301
2473,-2147483648,-2147483648,NA,2012,12,2,37,77,1,1,121,14.4,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.989287,-85.007332,19.8979,6,12,2,321.77301
2474,-2147483648,-2147483648,NA,2012,12,2,37,90,1,1,111,7.8,61,24,1,76,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.855112,-84.754214,19.85023,42,31,0.738095238,321.77301
2475,-2147483648,-2147483648,NA,2012,12,2,37,117,1,1,111,9,57,20,1,77,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.000992,-84.83767,19.69373,8,16,2,321.77301
2476,-2147483648,-2147483648,NA,2012,12,2,37,117,2,1,111,9,57,20,1,77,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.000992,-84.83767,19.69373,8,16,2,321.77301
2477,-2147483648,-2147483648,NA,2012,12,2,39,42,1,1,131,8.7,68,18,2,103,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.637539,-84.323387,19.41432,5,14,2.8,237.524
2478,-2147483648,-2147483648,NA,2012,12,2,39,44,1,1,131,12,65,21,2,90,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53661,-84.79441,19.16737,6,13,2.166666667,237.524
2479,-2147483648,-2147483648,NA,2012,12,2,39,45,1,1,107,6.7,47,15,3,112,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.462761,-84.65994,19.46071,8,14,1.75,253.076
2480,-2147483648,-2147483648,NA,2012,12,2,39,46,1,1,131,6.9,46,17,2,72,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.688204,-84.726898,19.23193,9,19,2.111111111,237.524
2481,-2147483648,-2147483648,NA,2012,12,2,39,46,2,1,131,6.9,46,17,2,72,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.688204,-84.726898,19.23193,9,19,2.111111111,237.524
2482,-2147483648,-2147483648,NA,2012,12,2,45,55,1,1,111,7,38,15,1,64,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.767597,-85.192721,20.07682,63,111,1.761904762,321.77301
2483,-2147483648,-2147483648,NA,2012,12,2,45,56,2,1,111,12.8,72,20,1,93,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.988188,-85.243375,19.84678,12,16,1.333333333,321.77301
2484,-2147483648,-2147483648,NA,2012,12,2,45,57,1,1,111,8.8,67,22,1,85,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.914439,-85.180628,19.84678,25,12,0.48,321.77301
2485,-2147483648,-2147483648,NA,2012,12,2,45,60,1,1,131,11.3,53,27,2,65,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99899,-85.134619,19.8979,6,10,1.666666667,321.77301
2486,-2147483648,-2147483648,NA,2012,12,2,45,61,2,1,111,8.3,44,16,1,69,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.886961,-85.298795,19.84678,55,53,0.963636364,0
2487,-2147483648,-2147483648,NA,2012,12,2,45,64,1,1,131,14.6,62,27,2,76,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.142665,-85.189993,19.69691,81,99,1.222222222,321.77301
2488,-2147483648,-2147483648,NA,2012,12,2,45,65,1,1,111,8.2,41,35,1,46,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69732,-85.248718,20.07682,23,21,0.913043478,321.77301
2489,-2147483648,-2147483648,NA,2012,12,2,45,65,2,1,111,8.2,41,35,1,46,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69732,-85.248718,20.07682,23,21,0.913043478,321.77301
2490,-2147483648,-2147483648,NA,2012,12,2,59,37,1,1,131,7.4,40,15,2,68,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.817077,-85.981956,19.11321,3,10,3.333333333,237.524
2491,-2147483648,-2147483648,NA,2012,12,2,59,131,1,1,131,12.6,63,17,2,99,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.987832,-85.904303,18.95274,5,8,1.6,262.88599
2492,-2147483648,-2147483648,NA,2012,12,2,63,61,1,1,111,6.7,48,15,1,76,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.872951,-85.128009,19.18301,6,7,1.166666667,262.88599
2493,-2147483648,-2147483648,NA,2012,12,2,63,64,1,1,111,13.6,87,26,1,101,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.777579,-84.991482,19.33848,12,12,1,262.88599
2494,-2147483648,-2147483648,NA,2012,12,2,63,66,1,1,111,14.2,67,42,1,69,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759418,-85.275504,19.18161,8,11,1.375,237.524
2495,-2147483648,-2147483648,NA,2012,12,2,63,66,2,2,131,9.5,51,16,2,83,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759418,-85.275504,19.18161,8,11,1.375,237.524
2496,-2147483648,-2147483648,NA,2012,12,2,63,67,1,1,111,5.5,61,18,1,85,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.916706,-85.077134,19.18301,5,10,2,262.88599
2497,-2147483648,-2147483648,NA,2012,12,2,63,75,1,1,131,16.7,97,34,2,108,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.691088,-85.01709,19.223,10,16,1.6,237.524
2498,-2147483648,-2147483648,NA,2012,12,2,63,75,2,1,131,16.7,97,34,2,108,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.691088,-85.01709,19.223,10,16,1.6,237.524
2499,-2147483648,-2147483648,NA,2012,12,2,63,76,1,1,111,6.8,42,17,1,65,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.628511,-85.055955,19.30009,4,13,3.25,237.524
2500,-2147483648,-2147483648,NA,2012,12,2,63,76,2,1,111,6.8,42,17,1,65,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.628511,-85.055955,19.30009,4,13,3.25,237.524
2501,-2147483648,-2147483648,NA,2012,12,2,63,101,2,1,131,9.1,53,16,2,87,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.838175,-85.401448,19.04536,7,10,1.428571429,237.524
2502,-2147483648,-2147483648,NA,2012,12,2,63,102,1,1,131,7.8,60,21,2,83,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.850098,-84.965458,19.23552,4,11,2.75,262.88599
2503,-2147483648,-2147483648,NA,2012,12,2,65,47,2,1,111,8.5,55,20,1,75,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.250101,-84.060028,19.66502,52,41,0.788461538,253.076
2504,-2147483648,-2147483648,NA,2012,12,2,65,50,1,1,111,12.5,72,22,1,90,50,1,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.554759,-83.784152,19.43374,16,20,1.25,237.524
2505,-2147483648,-2147483648,NA,2012,12,2,65,53,1,1,111,8,52,15,1,81,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.305006,-84.001132,19.66502,15,30,2,253.076
2506,-2147483648,-2147483648,NA,2012,12,2,65,53,2,1,111,8,52,15,1,81,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.305006,-84.001132,19.66502,15,30,2,253.076
2507,-2147483648,-2147483648,NA,2012,12,2,65,56,1,1,131,11.2,77,24,2,99,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.638086,-83.873559,19.37488,9,12,1.333333333,237.524
2508,-2147483648,-2147483648,NA,2012,12,2,73,45,1,1,111,9.8,44,32,1,51,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.315404,-84.156473,19.66502,11,23,2.090909091,253.076
2509,-2147483648,-2147483648,NA,2012,12,2,73,47,1,1,111,7.7,50,24,1,64,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314201,-84.561385,19.54474,90,88,0.977777778,253.076
2510,-2147483648,-2147483648,NA,2012,12,2,73,48,1,1,131,17.4,82,39,2,87,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.552514,-84.092871,19.36379,8,13,1.625,237.524
2511,-2147483648,-2147483648,NA,2012,12,2,73,49,1,1,121,8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,92,87,0.945652174,253.076
2512,-2147483648,-2147483648,NA,2012,12,2,73,49,2,1,121,8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,92,87,0.945652174,253.076
2513,-2147483648,-2147483648,NA,2012,12,2,73,49,3,1,121,8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,92,87,0.945652174,253.076
2514,-2147483648,-2147483648,NA,2012,12,2,73,51,1,1,131,12.8,71,20,2,101,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.54815,-84.359893,19.31238,9,16,1.777777778,237.524
2515,-2147483648,-2147483648,NA,2012,12,2,73,52,1,1,131,7.7,69,39,2,73,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.404753,-84.094518,19.51414,5,12,2.4,237.524
2516,-2147483648,-2147483648,NA,2012,12,2,73,52,2,1,131,7.7,69,39,2,73,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.404753,-84.094518,19.51414,5,12,2.4,237.524
2517,-2147483648,-2147483648,NA,2012,12,2,73,54,1,1,131,13.1,60,20,2,85,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.642824,-84.17285,19.41432,9,15,1.666666667,237.524
2518,-2147483648,-2147483648,NA,2012,12,2,73,55,1,1,131,9.4,64,24,2,83,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.496807,-84.230939,19.71185,9,11,1.222222222,237.524
2519,-2147483648,-2147483648,NA,2012,12,2,73,56,1,1,111,11.9,83,59,1,79,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.382481,-84.572304,19.46071,4,13,3.25,253.076
2520,-2147483648,-2147483648,NA,2012,12,2,73,166,1,1,111,5.7,43,33,1,49,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37924,-84.330918,19.71185,25,21,0.84,253.076
2521,-2147483648,-2147483648,NA,2012,12,2,73,170,1,1,121,8.1,64,35,1,69,50,1,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.31006,-84.362127,19.62478,6,10,1.666666667,253.076
2522,-2147483648,-2147483648,NA,2012,12,2,73,201,2,1,111,7.4,66,27,1,78,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.311903,-84.637889,19.54474,50,66,1.32,253.076
2523,-2147483648,-2147483648,NA,2012,12,2,77,16,1,1,111,11.5,72,62,1,67,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.303101,-84.861255,19.52181,8,14,1.75,253.076
2524,-2147483648,-2147483648,NA,2012,12,2,77,16,2,1,111,11.5,72,62,1,67,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.303101,-84.861255,19.52181,8,14,1.75,253.076
2525,-2147483648,-2147483648,NA,2012,12,2,77,56,1,1,111,8.8,56,16,1,83,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.083746,-84.654174,19.72533,57,66,1.157894737,253.076
2526,-2147483648,-2147483648,NA,2012,12,2,77,59,1,1,111,7.2,55,61,1,51,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.143739,-84.80621,19.67214,72,91,1.263888889,253.076
2527,-2147483648,-2147483648,NA,2012,12,2,77,62,1,1,111,8.3,62,27,1,74,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.386946,-84.71481,19.39444,44,41,0.931818182,253.076
2528,-2147483648,-2147483648,NA,2012,12,2,77,62,2,1,111,8.3,62,27,1,74,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.386946,-84.71481,19.39444,44,41,0.931818182,253.076
2529,-2147483648,-2147483648,NA,2012,12,2,77,65,1,1,131,7.6,47,16,2,77,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.479983,-84.809943,19.39444,66,69,1.045454545,237.524
2530,-2147483648,-2147483648,NA,2012,12,2,77,66,1,1,121,6.2,33,17,1,52,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.449702,-84.963732,19.36969,58,58,1,237.524
2531,-2147483648,-2147483648,NA,2012,12,2,77,68,1,1,121,13.1,80,66,1,71,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.146446,-85.083369,19.75617,6,13,2.166666667,237.524
2532,-2147483648,-2147483648,NA,2012,12,2,77,70,2,1,121,13.8,64,101,1,53,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.093735,-84.818183,19.67214,13,17,1.307692308,321.77301
2533,-2147483648,-2147483648,NA,2012,12,2,77,110,1,1,111,11.1,65,45,1,66,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.068747,-84.951363,19.69373,23,15,0.652173913,321.77301
2534,-2147483648,-2147483648,NA,2012,12,2,77,122,1,1,111,7.8,61,23,1,77,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.231202,-85.045586,19.60155,8,17,2.125,237.524
2535,-2147483648,-2147483648,NA,2012,12,2,77,203,1,1,111,11.2,66,28,1,77,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.295643,-84.790173,19.5599,12,15,1.25,253.076
2536,-2147483648,-2147483648,NA,2012,12,2,77,207,1,1,121,8,55,31,1,62,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.150938,-84.696019,19.67214,35,32,0.914285714,253.076
2537,-2147483648,-2147483648,NA,2012,12,2,77,224,1,1,121,9.5,59,67,1,52,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.067682,-84.736463,19.67214,13,48,3.692307692,321.77301
2538,-2147483648,-2147483648,NA,2012,12,2,77,265,1,1,121,15.1,59,85,1,50,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2224,-84.971473,19.52181,50,33,0.66,253.076
2539,-2147483648,-2147483648,NA,2012,12,2,77,283,1,1,121,11.4,70,71,1,62,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.066994,-85.01607,19.75617,53,29,0.547169811,321.77301
2540,-2147483648,-2147483648,NA,2012,12,2,91,73,2,1,121,12.4,57,51,1,54,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.660213,-86.616082,19.19482,4,14,3.5,253.076
2541,-2147483648,-2147483648,NA,2012,12,2,91,74,1,1,121,10.1,57,30,1,65,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.827932,-86.398274,18.94182,11,33,3,237.524
2542,-2147483648,-2147483648,NA,2012,12,2,91,77,1,1,121,8,56,38,1,58,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.499431,-86.674514,19.56049,93,135,1.451612903,253.076
2543,-2147483648,-2147483648,NA,2012,12,2,91,79,2,1,121,9.7,45,25,1,56,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.675461,-86.457697,18.94182,4,14,3.5,253.076
2544,-2147483648,-2147483648,NA,2012,12,2,91,80,1,1,121,15,55,54,1,51,50,NA,NA,NA,1,NA,1,NA,7/19/2013,20004,NA,3/8/2017,489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.820101,-86.580332,19.02168,2,8,4,237.524
