"","field_1","CN","PLT_CN","PREV_SIT_C","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DA","CREATED_IN","MODIFIED_B","MODIFIED_D","MODIFIED_I","CYCLE","SUBCYCLE","AGECHKCD_R","AGE_DETERM","CCLCD_RMRS","DAMAGE_AGE","SIBASE_AGE","SITETRCD_R","SITE_AGE_T","SITE_TREE_","SITREE_EQU","TREECLCD_R","TREE_ACT_R","YEAR_AGE_T","LAT","LON","AVG_TEMP_bioclim","SOIL_MOIS","FIA_avg_soil_c","FIA_avg_soil_n","FIA_CN_RATIO","SOC_ORNL_kgperm2","N_ORNL_gperm2","Soilgrids_N_0.5","Soilgrids_N_5.15","Soilgrids_C_0.5","Soilgrids_C_5.15","precip_1","aridity_1","SOC_0_5_1","SOC_5_15_1","Nitrogen_0_5_1","Nitrogen_5_15_1","ORNL_CN","SOILGRIDS_C_AVG","SOILGRIDS_N_AVG","SOILGRIDS_CN","SOILGRIDS_CN_SCALE","logDIA","logAVG_TEMP","logSOILGRIDS_CN_SCALE","logAGEDIA","logprecip"
"2255",2255,2.59e+14,2.5e+14,NA,2011,12,2,129,4,3,2,"121",11,64,60,1,58,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.280739,-84.463419,19.62478,321.773,NA,NA,NA,23.9673996,638.43597,1219,362,687,215,1569,0.9728,646,219,1508,519,37.5408039744377,36.1333333333333,8.48666666666667,4.25765907305577,50.8140934799686,1.04139268515823,1.29280479686587,1.70598418219928,1.77815125038364,3.19562294358694
"2257",2257,2.55e+14,2.5e+14,NA,2011,12,2,129,12,1,1,"121",10.2,70,87,1,59,50,NA,NA,NA,1,NA,1,NA,"2/14/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0593,-84.393258,19.79576,321.773,NA,NA,NA,23.9673996,1898.18994,1173,388,516,180,1558,0.9547,394,184,1353,504,12.6264495954499,25.4,7.87,3.2274459974587,45.7238106734435,1.00860017176192,1.29657217986798,1.6601424178187,1.93951925261862,3.19256745333655
"2262",2262,2.59e+14,2.5e+14,NA,2011,12,2,129,38,1,1,"121",11.4,66,93,1,55,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.048495,-84.544941,19.72533,321.773,NA,NA,NA,23.9673996,1898.18994,1292,496,739,167,1556,0.9588,730,174,1421,584,12.6264495954499,35.9333333333333,8.63,4.16376979528776,50.3501865585168,1.05690485133647,1.29502427758388,1.70200108404921,1.96848294855394,3.19200959265367
"2263",2263,2.59e+14,2.5e+14,NA,2011,12,2,129,43,1,1,"121",8.1,48,25,1,60,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.198946,-84.37956,19.62478,321.773,NA,NA,NA,23.9673996,1898.18994,1175,373,631,117,1569,0.9552,623,154,1331,513,12.6264495954499,31.0333333333333,7.85666666666667,3.94993635977938,49.2936355536699,0.90848501887865,1.29280479686587,1.69279084985835,1.39794000867204,3.19562294358694
"2264",2264,2.59e+14,2.5e+14,NA,2011,12,2,129,43,2,1,"121",8.1,48,25,1,60,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.198946,-84.37956,19.62478,321.773,NA,NA,NA,23.9673996,1898.18994,1175,373,631,117,1569,0.9552,623,154,1331,513,12.6264495954499,31.0333333333333,7.85666666666667,3.94993635977938,49.2936355536699,0.90848501887865,1.29280479686587,1.69279084985835,1.39794000867204,3.19562294358694
"2265",2265,2.59e+14,2.5e+14,NA,2011,12,2,129,43,3,1,"121",8.1,48,25,1,60,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.198946,-84.37956,19.62478,321.773,NA,NA,NA,23.9673996,1898.18994,1175,373,631,117,1569,0.9552,623,154,1331,513,12.6264495954499,31.0333333333333,7.85666666666667,3.94993635977938,49.2936355536699,0.90848501887865,1.29280479686587,1.69279084985835,1.39794000867204,3.19562294358694
"2269",2269,2.59e+14,2.5e+14,NA,2011,12,2,129,159,2,1,"121",12.9,65,70,1,57,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.270341,-84.553205,19.54474,253.076,NA,NA,NA,7.936860085,638.43597,1092,389,667,197,1556,0.9635,596,183,1426,396,12.4317244922776,32.0666666666667,7.39333333333333,4.33724075743913,51.2073065825068,1.11058971029925,1.29102989746889,1.70933193328182,1.84509804001426,3.19200959265367
"2270",2270,2.59e+14,2.5e+14,NA,2011,12,2,129,166,1,1,"121",15.4,80,67,1,71,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.115769,-84.437253,19.79576,321.773,NA,NA,NA,23.9673996,1898.18994,1293,587,721,201,1558,0.9565,774,357,1386,707,12.6264495954499,49.6,9.33333333333333,5.31428571428571,56.0348857142857,1.18752072083646,1.29657217986798,1.748458490507,1.82607480270083,3.19256745333655
"2277",2277,2.6e+14,2.5e+14,NA,2011,12,2,131,23,1,1,"121",10.1,52,42,1,52,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.653676,-86.376489,19.1684,253.076,NA,NA,NA,7.936860085,638.43597,586,246,411,219,1626,1.0208,398,190,434,200,12.4317244922776,25.9333333333333,2.78,9.32853717026379,75.8693021582734,1.00432137378264,1.28258586352121,1.88006608946535,1.6232492903979,3.21112054125805
"2280",2280,2.59e+14,2.5e+14,NA,2011,12,2,131,52,2,1,"121",11.7,68,45,1,67,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.943947,-86.096142,18.80516,237.524,NA,NA,NA,7.234200001,796.36499,392,117,536,192,1526,0.9575,566,162,479,106,9.08402565637648,29.6666666666667,2.30333333333333,12.8798842257598,93.416507959479,1.06818586174616,1.2742770328832,1.97042362871633,1.65321251377534,3.18355453361886
"2282",2282,2.6e+14,2.5e+14,NA,2011,12,2,131,69,1,1,"121",6.6,45,21,1,62,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.798554,-86.1754,18.91134,237.524,NA,NA,NA,7.234200001,796.36499,468,229,489,158,1615,1.0169,573,144,549,186,9.08402565637648,28.7,3.07,9.3485342019544,75.9681074918567,0.819543935541869,1.27672230272063,1.88063130744837,1.32221929473392,3.20817252666712
"2283",2283,2.6e+14,2.5e+14,NA,2011,12,2,131,70,1,1,"121",7.2,49,18,1,74,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.766957,-86.043504,18.95434,237.524,NA,NA,NA,7.234200001,796.36499,509,221,540,151,1607,0.9947,485,169,591,206,9.08402565637648,27.4333333333333,3.34333333333333,8.20538384845464,70.3198015952144,0.857332496431269,1.27770866666547,1.84707763672122,1.25527250510331,3.20601587676334
"2286",2286,2.59e+14,2.5e+14,NA,2011,12,2,133,3,2,1,"121",11.1,66,29,1,77,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.482249,-85.841988,19.42145,253.076,NA,NA,NA,7.936860085,638.43597,941,422,622,192,1618,1.0001,530,153,901,301,12.4317244922776,27.8666666666667,5.01,5.56220891550233,57.259874251497,1.04532297878666,1.28828165108643,1.75785038993181,1.46239799789896,3.20897851727625
"2287",2287,2.59e+14,2.5e+14,NA,2011,12,2,133,3,3,1,"121",11.1,66,29,1,77,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.482249,-85.841988,19.42145,253.076,NA,NA,NA,7.936860085,638.43597,941,422,622,192,1618,1.0001,530,153,901,301,12.4317244922776,27.8666666666667,5.01,5.56220891550233,57.259874251497,1.04532297878666,1.28828165108643,1.75785038993181,1.46239799789896,3.20897851727625
"2292",2292,2.59e+14,2.5e+14,NA,2011,12,2,133,33,1,1,"121",12.1,59,75,1,51,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.480306,-85.702419,19.36625,253.076,NA,NA,NA,7.936860085,638.43597,1131,463,456,132,1602,0.997,323,126,851,245,12.4317244922776,19.1666666666667,4.47,4.28784489187174,50.9632416107383,1.08278537031645,1.28704553388509,1.70725704430535,1.8750612633917,3.20466251174822
"2295",2295,2.6e+14,2.5e+14,NA,2011,12,3,9,97,1,1,"121",8,37,22,1,50,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.835605,-80.526395,22.52667,321.773,NA,NA,NA,16.89570045,1898.18994,1346,1181,441,533,1217,0.7016,487,374,1381,1229,8.90095353155228,41.1666666666667,12.7966666666667,3.21698358947643,45.672115915603,0.903089986991944,1.35269699698297,1.65965113223726,1.34242268082221,3.08529057823006
"2297",2297,2.6e+14,2.5e+14,NA,2011,12,3,17,18,1,1,"121",19.4,72,65,1,64,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.802947,-82.441381,21.4514,256.447,NA,NA,NA,16.89570045,1509.02002,1544,951,291,154,1334,0.7812,337,146,1715,1136,11.1964720322266,20.9666666666667,13.29,1.57762728868824,37.5720564334086,1.28780172993023,1.33145564115634,1.57486496597742,1.81291335664286,3.12515582958053
"2298",2298,2.59e+14,2.5e+14,NA,2011,12,3,17,19,1,1,"121",11.1,38,16,1,62,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.886684,-82.561712,21.37828,256.447,NA,NA,NA,16.89570045,1509.02002,1645,1438,465,239,1371,0.7818,339,218,1618,1170,11.1964720322266,25.8333333333333,13.1933333333333,1.95805962607377,39.4517726124305,1.04532297878666,1.3299727609028,1.59606652132242,1.20411998265592,3.13703745478951
"2299",2299,2.59e+14,2.5e+14,NA,2011,12,3,17,20,1,1,"121",7.8,44,28,1,52,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.738707,-82.320866,21.47145,262.886,NA,NA,NA,8.796859741,558.97198,1605,1083,349,156,1310,0.7671,261,116,1567,725,15.7375683500271,16.4333333333333,10.0566666666667,1.6340735830295,37.8509575737488,0.89209460269048,1.33186137400006,1.57807687098892,1.44715803134222,3.11727129565576
"2301",2301,2.59e+14,2.5e+14,NA,2011,12,3,17,48,1,1,"121",13.2,73,27,1,88,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.730262,-82.447866,21.4514,256.447,NA,NA,NA,16.89570045,1509.02002,1456,940,547,164,1334,0.7741,424,173,1831,1248,11.1964720322266,25.6666666666667,14.4233333333333,1.77952391957476,38.5696276866189,1.12057393120585,1.33145564115634,1.58624544663303,1.43136376415899,3.12515582958053
"2303",2303,2.55e+14,2.5e+14,NA,2011,12,3,53,6,2,1,"121",9.1,44,17,1,69,50,NA,NA,NA,1,NA,1,NA,"2/14/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.651096,-82.377821,21.55081,262.886,NA,NA,NA,8.796859741,1509.02002,676,333,506,235,1335,0.7782,474,208,969,504,5.8295182465505,29.6666666666667,6.59,4.50177035912999,52.0202473444613,0.959041392321094,1.33346359801969,1.71617241283639,1.23044892137827,3.12548126570059
"2304",2304,2.55e+14,2.5e+14,NA,2011,12,3,53,7,1,1,"121",9.7,53,29,1,62,50,3,166,12.8,1,NA,1,NA,"2/14/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.570414,-82.248834,21.59473,262.886,NA,NA,NA,8.796859741,558.97198,2012,1732,449,211,1307,0.7626,468,195,2139,1705,15.7375683500271,28.6,18.4966666666667,1.54622454496306,37.4168954766625,0.986771734266245,1.33434777841162,1.5730677507405,1.46239799789896,3.11627558758054
"2315",2315,2.59e+14,2.5e+14,NA,2011,12,3,69,311,1,1,"121",9.3,63,27,1,76,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.013019,-81.548682,21.11617,262.886,NA,NA,NA,23.9673996,558.97198,1760,957,357,210,1307,0.7712,365,260,1611,746,42.8776404856644,29.5,10.3433333333333,2.85207863358041,43.8691205285208,0.968482948553935,1.32461514971861,1.64215892792127,1.43136376415899,3.11627558758054
"2316",2316,2.55e+14,2.5e+14,NA,2011,12,3,81,23,1,1,"121",10.9,59,40,1,60,50,NA,NA,NA,1,NA,1,NA,"2/14/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.384247,-82.103219,22.52833,321.773,NA,NA,NA,23.9673996,1898.18994,1210,663,299,207,1303,0.7393,378,192,1205,578,12.6264495954499,25.4,7.87,3.2274459974587,45.7238106734435,1.03742649794062,1.352728999151,1.6601424178187,1.60205999132796,3.11494441571258
"2323",2323,2.6e+14,2.5e+14,NA,2011,12,3,97,40,1,1,"121",14.6,58,51,1,55,50,NA,NA,NA,1,NA,1,NA,"8/31/2011",20004,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.01776,-80.889423,22.08966,321.773,NA,NA,NA,23.9673996,1898.18994,1206,924,780,549,1211,0.7076,632,412,1310,801,12.6264495954499,48.5333333333333,9.70666666666667,5,54.482,1.16435285578444,1.34418903134177,1.73625304187501,1.70757017609794,3.08314414314305
"2330",2330,2.55e+14,2.5e+14,NA,2011,12,3,105,21,1,1,"121",10.1,48,28,1,57,50,NA,NA,NA,1,NA,1,NA,"2/14/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.932956,-81.777146,22.34698,262.886,NA,NA,NA,8.796859741,558.97198,1605,1285,694,375,1261,0.7108,519,291,1815,1290,15.7375683500271,36.7,14.65,2.50511945392491,42.154795221843,1.00432137378264,1.34921884031113,1.62484698394141,1.44715803134222,3.10071508657308
"2339",2339,2.59e+14,2.5e+14,NA,2011,12,3,119,20,1,1,"121",12.1,60,53,1,56,50,NA,NA,NA,1,NA,1,NA,"5/26/2011",10854,NA,"3/8/2017",489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.958345,-82.09584,21.44364,267.05,NA,NA,NA,8.917019844,545.073,1928,1541,416,197,1295,0.7619,465,166,2269,1768,16.3593130534809,26.5666666666667,19.35,1.37295434969854,36.5607674418605,1.08278537031645,1.33129850759422,1.56301530337107,1.72427586960079,3.11226976841727
"2373",2373,2.13e+14,2.59e+14,NA,2012,12,1,3,171,1,1,"121",7.3,54,31,1,61,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.237193,-82.356557,19.78861,321.773,NA,NA,NA,23.9673996,1898.18994,1064,393,563,169,1360,0.8451,505,135,1640,341,12.6264495954499,25.8333333333333,7.74,3.33763996554694,46.2682790697674,0.863322860120456,1.29641528937916,1.66528334638983,1.49136169383427,3.13353890837022
"2374",2374,2.13e+14,2.59e+14,NA,2012,12,1,19,44,2,1,"121",12.1,51,35,1,55,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.00581,-81.964047,20.28551,247.17,NA,NA,NA,8.051400185,627.54602,1102,272,358,119,1309,0.8178,235,142,1264,278,12.8299756964437,17.3,6.06666666666667,2.85164835164835,43.8669945054945,1.08278537031645,1.30718593081784,1.64213788025877,1.54406804435028,3.11693964655076
"2407",2407,2.13e+14,2.59e+14,NA,2012,12,1,75,98,1,1,"121",12,79,30,1,91,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0131,-82.617069,21.10983,256.447,NA,NA,NA,16.89570045,1509.02002,NA,NA,NA,NA,1393,0.8052,NA,NA,NA,NA,11.1964720322266,NA,NA,NA,NA,1.07918124604762,1.32448473589604,NA,1.47712125471966,3.14395111642396
"2411",2411,2.13e+14,2.59e+14,NA,2012,12,1,79,52,1,1,"121",6.7,47,13,1,90,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.305529,-83.276853,19.90672,321.773,NA,NA,NA,23.9673996,1898.18994,1485,517,385,139,1385,0.8496,547,127,1434,143,12.6264495954499,26.7,5.73333333333333,4.65697674418605,52.7871220930233,0.826074802700826,1.29899970788028,1.72252798529724,1.11394335230684,3.14144977340047
"2416",2416,2.13e+14,2.59e+14,NA,2012,12,1,83,415,1,1,"121",9.5,52,19,1,76,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.360038,-81.817474,20.85531,247.17,NA,NA,NA,8.051400185,627.54602,1360,641,339,114,1290,0.784,382,133,1360,566,12.8299756964437,21.6,8.30666666666667,2.60032102728732,42.6251861958266,0.977723605288848,1.31921664972195,1.62966628909483,1.27875360095283,3.11058971029925
"2419",2419,2.13e+14,2.59e+14,NA,2012,12,1,83,456,1,1,"121",9.8,56,26,1,69,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.141714,-81.923032,21.20464,262.886,NA,NA,NA,8.796859741,558.97198,1910,1667,550,273,1289,0.7704,521,327,2118,1766,15.7375683500271,39.1666666666667,18.8333333333333,2.07964601769912,40.0525309734513,0.991226075692495,1.32643090366012,1.60262996494144,1.41497334797082,3.1102529173534
"2423",2423,2.13e+14,2.59e+14,NA,2012,12,1,121,47,1,1,"121",10.9,57,58,1,52,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.91782,-82.845249,20.26093,267.05,NA,NA,NA,8.917019844,545.073,1553,652,490,140,1406,0.8482,555,150,1685,859,16.3593130534809,28.5,11.3433333333333,2.51248898031149,42.1912080517191,1.03742649794062,1.30665937609822,1.62522196061972,1.76342799356294,3.14798532068381
"2424",2424,2.13e+14,2.59e+14,NA,2012,12,1,121,51,1,1,"121",13.6,72,45,1,71,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.406828,-83.087543,19.84455,267.05,NA,NA,NA,8.917019844,545.073,1256,231,483,119,1348,0.8349,541,103,1713,253,16.3593130534809,24.9,7.39666666666667,3.36638125281658,46.4102897701667,1.13353890837022,1.29764125518409,1.66661428001549,1.65321251377534,3.1296898921993
"2432",2432,2.13e+14,2.59e+14,NA,2012,12,1,123,93,1,1,"121",10.6,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.919024,-83.567431,20.0835,256.447,NA,NA,NA,16.89570045,1509.02002,1168,491,477,221,1484,0.8946,599,148,1659,696,11.1964720322266,29.8333333333333,10.17,2.93346443788922,44.2712477876106,1.02530586526477,1.30283940061587,1.64612176276577,1.36172783601759,3.17143390094301
"2467",2467,2.13e+14,2.59e+14,NA,2012,12,2,33,60,1,1,"121",11.6,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.703854,-87.45451,19.03732,240.528,NA,NA,NA,10.04090023,1153.23999,840,331,682,180,1677,1.0469,786,233,988,402,8.70668752130248,41.7333333333333,5.97333333333333,6.98660714285714,64.2978258928571,1.06445798922692,1.27960581006038,1.80819628834105,1.78532983501077,3.22453306260609
"2473",2473,2.13e+14,2.59e+14,NA,2012,12,2,37,77,1,1,"121",14.4,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.989287,-85.007332,19.8979,321.773,NA,NA,NA,23.9673996,1898.18994,997,441,601,333,1575,0.9832,541,198,1189,542,12.6264495954499,31.2333333333333,7.57666666666667,4.1223053233612,50.1453106027277,1.15836249209525,1.29880724392041,1.70023032569976,1.78532983501077,3.19728055812562
"2511",2511,2.13e+14,2.59e+14,NA,2012,12,2,73,49,1,1,"121",8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,253.076,NA,NA,NA,7.936860085,638.43597,1042,377,673,152,1559,0.976,583,158,1372,405,12.4317244922776,29.9666666666667,7.27333333333333,4.12007332722273,50.1342823098075,0.949390006644913,1.2908936642547,1.70013480224099,1.39794000867204,3.19284611518884
"2512",2512,2.13e+14,2.59e+14,NA,2012,12,2,73,49,2,1,"121",8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,253.076,NA,NA,NA,7.936860085,638.43597,1042,377,673,152,1559,0.976,583,158,1372,405,12.4317244922776,29.9666666666667,7.27333333333333,4.12007332722273,50.1342823098075,0.949390006644913,1.2908936642547,1.70013480224099,1.39794000867204,3.19284611518884
"2513",2513,2.13e+14,2.59e+14,NA,2012,12,2,73,49,3,1,"121",8.9,59,25,1,74,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38568,-84.422501,19.53861,253.076,NA,NA,NA,7.936860085,638.43597,1042,377,673,152,1559,0.976,583,158,1372,405,12.4317244922776,29.9666666666667,7.27333333333333,4.12007332722273,50.1342823098075,0.949390006644913,1.2908936642547,1.70013480224099,1.39794000867204,3.19284611518884
"2521",2521,2.13e+14,2.59e+14,NA,2012,12,2,73,170,1,1,"121",8.1,64,35,1,69,50,1,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.31006,-84.362127,19.62478,253.076,NA,NA,NA,23.9673996,1898.18994,1290,404,524,181,1569,0.9704,488,182,1511,440,12.6264495954499,28.4,7.97,3.5633626097867,47.3835746549561,0.90848501887865,1.29280479686587,1.67562782114744,1.54406804435028,3.19562294358694
"2530",2530,2.13e+14,2.59e+14,NA,2012,12,2,77,66,1,1,"121",6.2,33,17,1,52,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.449702,-84.963732,19.36969,237.524,NA,NA,NA,7.234200001,796.36499,918,185,398,123,1505,0.9283,460,130,838,217,9.08402565637648,24,4.24,5.66037735849057,57.7449245283019,0.792391689498254,1.2871226701581,1.76151381806687,1.23044892137827,3.17753649992986
"2531",2531,2.13e+14,2.59e+14,NA,2012,12,2,77,68,1,1,"121",13.1,80,66,1,71,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.146446,-85.083369,19.75617,237.524,NA,NA,NA,23.9673996,1898.18994,1167,507,557,171,1617,1.0018,582,153,1350,590,12.6264495954499,29.6,8.43333333333333,3.5098814229249,47.1193241106719,1.11727129565576,1.2957027545691,1.67319905221388,1.81954393554187,3.2087100199064
"2532",2532,2.13e+14,2.59e+14,NA,2012,12,2,77,70,2,1,"121",13.8,64,101,1,53,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.093735,-84.818183,19.67214,321.773,NA,NA,NA,23.9673996,1898.18994,1157,468,552,215,1553,0.9616,777,224,1121,537,12.6264495954499,40.8333333333333,7.31666666666667,5.58086560364465,57.3520569476082,1.13987908640124,1.29385160646933,1.75854899861002,2.00432137378264,3.19117145572856
"2536",2536,2.13e+14,2.59e+14,NA,2012,12,2,77,207,1,1,"121",8,55,31,1,62,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.150938,-84.696019,19.67214,253.076,NA,NA,NA,7.936860085,638.43597,1125,507,679,178,1553,0.9566,669,175,1356,535,12.4317244922776,33.9666666666667,8.08666666666667,4.20032976092333,50.5308293487222,0.903089986991944,1.29385160646933,1.70355642625362,1.49136169383427,3.19117145572856
"2537",2537,2.13e+14,2.59e+14,NA,2012,12,2,77,224,1,1,"121",9.5,59,67,1,52,50,NA,NA,NA,1,NA,1,NA,"7/19/2013",20004,NA,"3/8/2017",489998,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.067682,-84.736463,19.67214,321.773,NA,NA,NA,23.9673996,1898.18994,1221,479,715,190,1553,0.9584,697,187,1259,561,12.6264495954499,35.7,7.93666666666667,4.49811003779924,52.0021616967661,0.977723605288848,1.29385160646933,1.71602139735526,1.82607480270083,3.19117145572856
